kod;nazwa;og-2019;og-2020;og-2021;bib-2019;bib-2020;bib-2021;osob-2019;osob-2020;osob-2021;typ_gminy;wojweództwo
1428032;Iłów (2);460 000,00;518 425,02;511 290,39;151 000,00;155 778,15;159 205,30;74,58;85,66;84,89;2;14
1428042;Młodzieszyn (2);648 080,38;754 390,34;701 607,37;388 252,81;395 390,57;420 405,30;116,62;135,20;126,32;2;14
1428052;Nowa Sucha (2);388 682,65;389 228,37;540 127,69;141 500,00;155 000,00;155 000,00;58,27;57,77;79,64;2;14
1428062;Rybno (2);257 131,15;234 119,40;224 297,91;248 000,00;231 764,93;218 941,77;74,14;68,10;65,60;2;14
1428072;Sochaczew (2);1 339 899,54;855 388,68;1 543 736,80;401 961,81;404 168,72;414 887,73;122,43;74,54;132,36;2;14
1428082;Teresin (2);2 909 513,17;2 625 756,81;2 422 929,38;493 328,00;499 563,00;583 650,00;252,76;225,46;209,25;2;14
1429011;Sokołów Podlaski (1);5 664 728,70;4 685 825,41;3 571 888,52;1 150 000,00;1 275 825,41;969 370,52;298,99;251,26;192,90;1;14
1429022;Bielany (2);453 021,62;478 637,35;421 342,50;237 844,22;290 414,47;299 472,97;124,87;133,51;118,96;2;14
1429032;Ceranów (2);135 895,64;305 028,00;274 598,73;103 415,50;120 000,00;99 922,86;61,74;154,76;142,43;2;14
1429042;Jabłonna Lacka (2);456 785,95;363 264,96;374 229,40;100 000,00;102 535,36;118 198,87;102,42;83,07;87,31;2;14
1429053;Kosów Lacki (3);848 306,22;1 166 177,77;1 233 910,79;130 200,00;157 000,00;156 000,00;142,09;207,87;222,45;3;14
1429062;Repki (2);830 390,84;946 655,41;1 932 890,96;226 284,79;200 682,96;247 644,00;159,32;195,23;405,47;2;14
1429072;Sabnie (2);340 298,74;289 041,77;425 914,60;131 698,15;135 574,42;125 228,49;92,80;82,23;123,88;2;14
1429082;Sokołów Podlaski (2);646 397,80;652 878,00;707 216,53;163 667,87;159 374,30;183 350,64;107,97;111,20;120,19;2;14
1429092;Sterdyń (2);626 786,23;723 324,33;682 726,78;104 000,00;107 000,00;109 000,00;159,85;199,54;193,24;2;14
1430012;Chlewiska (2);560 000,00;570 000,00;590 000,00;85 000,00;90 000,00;90 000,00;94,29;100,11;105,04;2;14
1430022;Jastrząb (2);388 627,04;289 890,85;481 615,11;277 985,17;279 639,70;302 951,90;74,85;56,23;94,21;2;14
1430032;Mirów (2);783 908,95;887 028,68;1 075 686,99;224 501,00;220 000,00;235 000,00;201,00;232,39;283,37;2;14
1430042;Orońsko (2);600 542,55;492 875,59;578 552,89;240 000,00;228 200,00;243 864,00;100,58;82,16;96,67;2;14
1430053;Szydłowiec (3);2 228 646,18;4 066 393,98;5 018 270,78;321 000,00;330 000,00;337 000,00;118,77;227,48;284,27;3;14
1432013;Błonie (3);4 842 477,91;4 480 594,60;4 712 971,05;537 600,00;501 598,32;480 862,05;224,22;202,74;213,56;3;14
1432022;Izabelin (2);3 519 078,46;3 519 930,97;3 716 260,71;420 000,00;508 000,00;577 000,00;331,52;327,62;345,57;2;14
1432032;Kampinos (2);264 756,79;277 542,52;270 844,45;233 563,50;245 481,34;237 241,84;61,05;62,05;60,55;2;14
1432042;Leszno (2);1 419 962,67;1 387 550,82;1 645 216,00;419 985,00;422 641,00;430 248,00;139,31;127,07;150,95;2;14
1432053;Łomianki (3);3 213 329,83;3 076 207,11;3 444 004,00;940 325,00;858 000,00;885 000,00;119,03;101,90;112,11;3;14
1432063;Ożarów Mazowiecki (3);3 864 762,15;3 228 124,49;5 434 954,55;1 186 950,00;1 300 000,00;1 403 796,00;154,65;110,87;182,31;3;14
1432072;Stare Babice (2);5 231 843,14;3 082 887,86;3 404 986,23;687 480,01;649 430,10;683 341,94;274,58;141,79;154,55;2;14
1433011;Węgrów (1);2 405 677,32;2 363 518,33;2 738 267,14;774 186,00;786 817,00;832 957,00;190,50;195,64;228,49;1;14
1433022;Grębków (2);566 017,83;403 152,79;455 356,90;290 015,06;254 992,12;299 663,97;127,17;92,57;105,92;2;14
1433032;Korytnica (2);169 979,47;164 289,65;298 952,95;169 979,47;164 289,65;198 952,95;27,32;28,49;52,84;2;14
1433042;Liw (2);458 266,42;488 003,57;535 707,85;191 000,00;224 401,87;246 030,00;61,95;67,12;73,83;2;14
1433053;Łochów (3);1 632 344,02;1 647 002,21;1 643 806,16;380 000,00;395 000,00;451 940,00;91,15;93,96;93,96;3;14
1433062;Miedzna (2);323 484,48;287 537,18;301 171,58;289 569,20;280 059,38;288 031,18;84,20;77,59;82,02;2;14
1433072;Sadowne (2);1 464 973,58;1 639 631,32;1 778 626,17;295 000,00;281 205,01;326 000,00;249,95;291,44;319,49;2;14
1433082;Stoczek (2);252 286,42;390 788,66;399 435,91;72 248,73;202 603,17;210 702,62;50,79;83,31;86,40;2;14
1433092;Wierzbno (2);173 667,32;125 225,97;137 800,00;156 226,78;125 225,97;137 800,00;62,88;49,11;54,62;2;14
1434011;Kobyłka (1);4 295 224,74;2 819 879,90;1 930 942,04;3 073 221,11;1 924 557,37;789 821,00;178,25;105,74;70,59;1;14
1434021;Marki (1);3 071 154,38;1 964 472,74;2 631 135,12;859 200,00;850 000,00;888 000,00;88,56;47,56;61,93;1;14
1434031;Ząbki (1);1 247 803,00;1 251 345,00;1 373 820,09;404 600,00;415 100,00;470 100,09;33,53;28,96;31,25;1;14
1434041;Zielonka (1);2 241 839,91;1 957 085,00;2 019 859,46;435 000,00;433 000,00;489 594,00;127,46;107,27;111,16;1;14
1434052;Dąbrówka (2);1 036 972,35;1 142 864,45;1 187 057,24;320 000,00;320 000,00;343 000,00;127,49;135,44;139,95;2;14
1434062;Jadów (2);782 800,00;785 500,00;965 251,54;389 000,00;427 500,00;424 500,00;103,92;108,51;134,36;2;14
1434072;Klembów (2);1 936 537,68;1 420 164,96;1 564 447,78;314 982,96;320 692,72;350 773,07;195,45;133,47;145,72;2;14
1434082;Poświętne (2);261 220,48;387 758,99;441 486,91;181 000,00;186 711,81;203 390,37;42,06;60,66;69,11;2;14
1434093;Radzymin (3);4 903 044,81;3 468 893,10;3 929 888,42;1 800 000,00;1 675 000,00;1 730 000,00;179,90;116,57;130,59;3;14
1434102;Strachówka (2);185 793,61;183 852,13;365 186,35;86 462,59;91 725,90;90 507,42;68,06;69,20;138,28;2;14
1434113;Tłuszcz (3);2 265 779,28;2 248 719,00;2 029 580,84;899 750,00;1 081 934,64;766 817,00;113,00;111,92;100,99;3;14
1434123;Wołomin (3);5 527 629,46;4 389 177,61;6 348 388,14;1 204 000,00;1 355 815,00;1 381 000,00;106,54;84,79;123,39;3;14
1435012;Brańszczyk (2);788 475,95;994 700,99;1 036 008,08;205 400,00;250 496,00;295 000,00;95,39;118,91;125,88;2;14
1435022;Długosiodło (2);1 412 150,81;1 256 322,91;1 868 576,85;360 000,00;300 000,00;350 000,00;181,16;166,07;247,85;2;14
1435032;Rząśnik (2);668 205,05;489 592,59;511 114,50;224 744,44;224 754,54;234 746,21;95,28;71,21;74,83;2;14
1435042;Somianka (2);1 403 650,63;380 806,33;609 249,66;0,00;0,00;0,00;250,43;67,76;108,31;2;14
1435053;Wyszków (3);3 668 588,29;3 168 357,14;3 544 257,05;1 458 413,00;1 330 000,00;1 377 000,00;92,89;80,36;89,92;3;14
1435062;Zabrodzie (2);612 000,00;696 000,00;696 000,00;212 000,00;261 000,00;261 000,00;103,38;114,61;113,71;2;14
1436012;Kazanów (2);146 500,00;188 000,00;136 000,00;146 500,00;188 000,00;136 000,00;32,44;42,76;31,19;2;14
1436022;Policzna (2);1 148 449,17;354 787,96;470 371,52;200 000,00;164 446,75;218 790,57;207,26;66,63;89,24;2;14
1436032;Przyłęk (2);672 088,19;586 261,20;591 936,74;390 000,00;410 000,00;464 000,00;109,19;97,50;99,90;2;14
1436042;Tczów (2);188 569,44;275 271,38;207 052,92;136 929,46;120 920,84;154 056,89;38,44;56,62;42,87;2;14
1436053;Zwoleń (3);2 304 816,07;2 272 218,25;2 583 553,93;700 000,00;729 000,00;743 000,00;152,60;155,28;177,52;3;14
1437013;Bieżuń (3);735 260,70;581 727,64;638 843,60;201 974,40;210 264,20;240 619,16;147,73;122,57;135,69;3;14
1437022;Kuczbork-Osada (2);454 692,59;443 481,29;533 536,09;146 704,48;154 648,88;189 895,95;96,25;100,38;121,51;2;14
1437033;Lubowidz (3);214 296,63;256 796,14;294 907,34;214 296,63;256 796,14;294 907,34;31,21;39,35;45,81;3;14
1437042;Lutocin (2);134 974,57;151 373,18;110 143,30;123 123,57;121 486,23;94 350,30;31,71;36,74;27,10;2;14
1437052;Siemiątkowo (2);258 796,55;305 289,11;254 679,15;52 999,93;57 398,84;68 353,42;74,58;92,46;77,91;2;14
1437063;Żuromin (3);1 418 617,03;1 322 873,32;1 290 372,80;451 000,00;401 000,00;400 000,00;98,55;95,87;94,79;3;14
1438011;Żyrardów (1);6 136 571,66;5 817 539,50;5 674 347,97;1 400 000,00;1 410 000,00;1 420 000,00;153,81;146,68;144,53;1;14
1438023;Mszczonów (3);2 578 828,05;2 840 519,25;2 814 201,38;509 599,00;501 100,00;579 900,00;223,35;245,76;246,08;3;14
1438032;Puszcza Mariańska (2);177 475,94;180 000,00;189 561,81;177 475,94;180 000,00;189 561,81;20,54;20,45;21,60;2;14
1438042;Radziejowice (2);675 604,00;607 421,00;648 662,50;173 000,00;200 000,00;200 000,00;115,98;97,47;103,67;2;14
1438052;Wiskitki (2);627 060,27;409 388,74;-;248 148,82;247 008,92;-;63,47;40,40;-;2;14
1438053;Wiskitki (3);-;-;1 058 928,37;-;-;269 378,19;-;-;104,73;3;14
1461011;Ostrołęka (1);7 304 915,20;7 102 216,55;11 211 862,82;2 400 000,00;2 400 000,00;2 412 000,00;140,29;141,62;225,85;1;14
1462011;Płock (1);38 777 162,08;34 283 023,17;26 940 325,34;8 590 681,98;9 550 275,45;9 155 863,22;323,93;296,32;235,76;1;14
1463011;Radom (1);43 039 448,80;27 159 076,17;24 656 379,03;5 177 099,18;6 140 105,29;7 260 656,29;202,80;133,46;122,64;1;14
1464011;Siedlce (1);9 258 381,91;12 216 226,38;10 923 430,00;2 700 000,00;2 841 000,00;3 055 000,00;118,71;158,83;143,17;1;14
1465011;M.st.Warszawa od 2002 (1);623 285 425,83;627 002 844,91;628 368 482,55;120 665 262,61;116 232 660,03;119 020 551,65;349,51;336,88;337,80;1;14
1601011;Brzeg (1);9 517 909,08;5 843 261,04;4 391 498,48;1 415 000,00;1 539 000,00;1 549 000,00;265,20;167,46;127,72;1;16
1601022;Skarbimierz (2);2 895 759,52;3 169 689,32;1 921 329,60;2 097 466,73;2 361 170,06;1 355 476,00;355,35;377,21;225,03;2;16
1601033;Grodków (3);10 452 621,22;3 847 717,82;2 955 107,91;934 215,72;1 053 250,00;1 073 690,14;545,86;208,12;160,97;3;16
1601043;Lewin Brzeski (3);1 842 518,68;2 328 548,15;4 461 648,27;554 100,00;620 115,44;574 640,00;142,08;182,12;352,70;3;16
1601052;Lubsza (2);1 366 863,12;1 345 193,16;1 396 711,25;300 000,00;330 000,00;350 000,00;152,01;149,45;155,35;2;16
1601062;Olszanka (2);975 033,67;1 105 736,96;982 365,10;150 000,00;165 000,00;165 000,00;198,74;229,88;205,52;2;16
1602013;Baborów (3);1 062 046,02;1 220 281,72;1 342 239,96;222 810,54;276 090,46;310 000,00;177,75;207,60;231,14;3;16
1602022;Branice (2);1 121 768,52;921 872,25;1 410 733,61;102 027,00;102 027,00;125 500,00;172,87;143,64;222,69;2;16
1602033;Głubczyce (3);5 298 289,57;1 991 921,29;2 387 709,79;569 594,65;463 769,86;524 986,08;237,42;92,15;111,96;3;16
1602043;Kietrz (3);1 411 202,96;1 300 083,42;2 118 498,84;0,00;0,00;0,00;129,48;125,79;207,31;3;16
1603011;Kędzierzyn-Koźle (1);9 423 106,54;7 316 326,68;8 221 951,38;3 455 932,00;3 110 075,00;3 219 000,00;154,85;127,22;144,91;1;16
1603022;Bierawa (2);2 463 085,20;1 527 720,79;1 482 066,52;0,00;0,00;0,00;311,39;201,84;196,01;2;16
1603032;Cisek (2);499 255,00;460 424,72;679 412,62;0,00;0,00;0,00;88,77;84,03;125,31;2;16
1603042;Pawłowiczki (2);763 022,90;585 303,81;667 666,53;324 414,93;310 086,56;338 596,72;102,05;80,15;93,12;2;16
1603052;Polska Cerekiew (2);649 304,15;553 872,98;506 023,02;133 460,38;171 799,26;183 762,70;161,48;141,55;132,16;2;16
1603062;Reńska Wieś (2);767 739,78;730 952,98;2 182 642,25;200 000,00;205 000,00;217 995,86;93,05;89,97;267,97;2;16
1604013;Byczyna (3);6 860 766,86;1 360 939,44;1 667 590,77;135 000,00;152 000,00;60 000,00;737,32;151,77;188,41;3;16
1604023;Kluczbork (3);5 666 381,74;4 080 652,66;5 429 799,29;811 326,00;886 029,00;871 270,00;157,86;116,84;156,62;3;16
1604032;Lasowice Wielkie (2);400 593,37;537 357,57;571 749,51;83 382,17;102 598,99;106 466,27;58,36;83,35;88,81;2;16
1604043;Wołczyn (3);2 275 354,79;1 884 044,30;2 448 276,62;425 000,00;460 000,00;496 500,00;167,56;147,28;194,00;3;16
1605013;Gogolin (3);3 041 094,19;2 657 627,67;2 527 214,19;626 701,35;656 859,97;673 500,00;240,75;225,28;215,01;3;16
1605023;Krapkowice (3);3 856 108,85;3 502 778,17;3 432 881,16;1 757 435,00;1 669 000,00;1 650 000,00;170,20;157,76;156,28;3;16
1605032;Strzeleczki (2);1 219 417,27;2 401 968,67;1 285 945,29;476 200,00;476 989,00;468 000,00;164,99;330,03;177,91;2;16
1605042;Walce (2);960 706,32;1 080 926,80;4 209 972,18;211 466,66;215 200,64;315 351,00;176,67;205,19;802,97;2;16
1605053;Zdzieszowice (3);2 040 580,03;1 729 115,51;1 970 814,40;746 000,00;745 530,51;764 143,93;129,64;118,90;137,50;3;16
1606012;Domaszowice (2);308 920,80;221 251,74;435 268,05;102 284,29;100 982,86;113 250,07;86,03;63,29;124,79;2;16
1606023;Namysłów (3);4 287 606,54;2 804 976,90;3 938 610,80;467 343,00;363 463,31;415 173,00;163,99;106,25;149,28;3;16
1606032;Pokój (2);1 458 578,54;2 521 384,88;1 355 376,78;299 846,88;302 575,45;315 254,23;278,99;493,71;266,49;2;16
1606042;Świerczów (2);1 841 208,04;965 765,45;1 317 488,57;77 630,84;84 488,82;95 030,15;555,08;302,08;424,31;2;16
1606052;Wilków (2);994 198,74;489 213,34;1 141 147,23;174 442,53;163 022,18;184 859,12;225,39;112,98;266,81;2;16
1607013;Głuchołazy (3);2 815 734,66;2 229 525,70;2 414 681,27;780 000,00;880 000,00;910 000,00;118,77;96,17;105,32;3;16
1607022;Kamiennik (2);457 749,40;905 638,25;549 663,33;0,00;0,00;0,00;132,07;275,02;169,60;2;16
1607033;Korfantów (3);1 604 085,67;2 724 431,11;2 361 882,44;286 000,00;332 000,00;357 000,00;182,22;315,91;277,09;3;16
1607042;Łambinowice (2);2 147 712,81;2 166 427,94;1 605 373,03;0,00;0,00;0,00;286,59;291,23;218,60;2;16
1607053;Nysa (3);5 816 703,13;5 635 263,67;6 361 969,81;1 819 667,68;1 968 680,35;2 137 150,84;101,91;101,37;115,54;3;16
1607063;Otmuchów (3);2 466 970,62;1 998 515,23;2 592 271,44;0,00;0,00;0,00;181,94;151,62;198,70;3;16
1607073;Paczków (3);6 550 621,31;1 765 935,71;1 872 557,77;437 967,15;454 360,00;486 862,00;521,55;147,94;158,48;3;16
1607082;Pakosławice (2);370 407,98;449 318,81;1 396 039,36;262 626,29;245 000,00;268 500,00;105,59;131,19;409,52;2;16
1607092;Skoroszyce (2);632 813,78;423 649,30;599 272,27;32 100,00;35 000,00;42 000,00;101,75;70,61;100,41;2;16
1608013;Dobrodzień (3);2 229 440,57;2 198 492,15;2 366 166,93;250 000,00;281 556,00;284 100,00;225,72;235,54;256,83;3;16
1608023;Gorzów Śląski (3);1 115 327,19;1 456 400,97;1 215 690,58;334 000,00;332 500,00;364 000,00;156,41;205,62;171,97;3;16
1608033;Olesno (3);1 666 006,00;1 605 200,00;1 688 100,00;600 000,00;618 600,00;627 000,00;93,99;92,05;97,41;3;16
1608043;Praszka (3);2 762 505,50;2 959 066,56;3 467 507,69;334 500,00;387 500,00;387 500,00;204,07;223,48;265,16;3;16
1608052;Radłów (2);506 441,18;556 678,95;542 034,03;261 885,21;295 005,49;269 312,18;117,56;132,64;130,99;2;16
1608062;Rudniki (2);1 747 505,37;1 935 890,13;1 244 802,80;356 000,00;376 000,00;422 000,00;213,63;245,80;159,84;2;16
1608072;Zębowice (2);393 700,88;304 038,98;405 815,24;48 000,00;50 380,52;61 989,50;107,80;86,37;115,95;2;16
1609012;Chrząstowice (2);1 358 708,40;706 844,70;1 518 361,80;138 310,00;140 612,00;162 500,00;195,55;100,11;217,34;2;16
1609022;Dąbrowa (2);1 827 594,68;1 044 192,30;1 473 010,38;258 552,86;248 403,96;253 455,82;222,04;128,41;180,60;2;16
1609032;Dobrzeń Wielki (2);2 198 906,13;4 720 794,85;1 901 442,24;211 179,46;210 108,73;205 000,00;232,52;515,20;207,31;2;16
1609042;Komprachcice (2);993 832,87;1 753 956,38;1 143 988,89;365 000,00;330 000,00;378 000,00;109,12;188,94;123,82;2;16
1609052;Łubniany (2);951 045,64;923 467,90;1 023 845,37;300 000,00;300 000,00;299 997,88;96,75;93,15;102,79;2;16
1609062;Murów (2);494 942,06;501 318,99;514 708,80;328 300,00;361 800,00;370 000,00;93,28;96,41;100,24;2;16
1609073;Niemodlin (3);1 491 092,46;2 036 043,61;1 719 824,08;436 000,00;470 000,00;480 000,00;113,04;157,71;134,28;3;16
1609083;Ozimek (3);3 132 785,52;2 486 178,93;2 759 477,94;504 800,00;520 000,00;549 000,00;159,88;133,19;148,48;3;16
1609092;Popielów (2);1 057 578,38;1 859 264,65;1 850 332,94;297 000,00;320 000,00;324 493,00;131,36;237,70;238,11;2;16
1609103;Prószków (3);4 061 543,76;3 422 668,89;2 201 162,77;0,00;0,00;0,00;449,83;386,79;248,83;3;16
1609112;Tarnów Opolski (2);1 903 678,72;1 707 886,80;2 309 028,82;506 000,00;518 500,00;527 000,00;198,71;181,30;245,54;2;16
1609123;Tułowice (3);2 233 097,77;967 929,73;2 049 035,43;0,00;0,00;0,00;431,77;192,20;410,22;3;16
1609132;Turawa (2);597 316,23;570 672,57;663 288,30;385 000,00;351 673,89;380 000,00;59,79;57,60;67,03;2;16
1610013;Biała (3);4 756 678,26;1 837 823,19;2 272 701,68;140 000,00;150 000,00;132 667,42;449,34;180,02;224,53;3;16
1610023;Głogówek (3);2 089 773,27;1 991 850,21;2 311 258,91;315 000,00;320 000,00;320 000,00;157,62;152,91;178,46;3;16
1610032;Lubrza (2);891 675,67;1 128 031,24;909 148,77;0,00;0,00;0,00;206,22;265,48;217,86;2;16
1610043;Prudnik (3);3 915 685,35;4 996 142,14;4 754 480,72;839 653,00;910 934,10;845 000,00;144,19;192,06;185,55;3;16
1611012;Izbicko (2);2 333 549,41;596 452,81;605 886,72;150 701,95;160 435,26;161 703,42;430,94;114,90;116,03;2;16
1611022;Jemielnica (2);1 033 588,85;2 778 936,47;809 942,66;320 400,00;320 400,00;300 000,00;143,18;396,09;115,46;2;16
1611033;Kolonowskie (3);858 093,04;707 968,79;922 527,34;110 000,00;110 000,00;140 000,00;145,56;124,07;161,54;3;16
1611043;Leśnica (3);3 141 927,87;1 234 627,66;1 601 544,82;101 820,00;74 606,00;65 895,00;415,10;162,05;211,20;3;16
1611053;Strzelce Opolskie (3);4 994 945,81;5 903 915,55;5 268 063,95;1 064 059,00;1 116 758,00;1 222 921,00;163,22;197,12;177,62;3;16
1611063;Ujazd (3);2 499 936,09;1 785 259,60;1 391 714,41;183 050,00;182 684,00;223 580,00;389,52;281,05;219,10;3;16
1611073;Zawadzkie (3);872 576,93;859 492,36;840 111,04;812 900,00;834 000,00;820 000,00;76,94;79,62;78,52;3;16
1661011;Opole (1);27 184 718,20;22 173 850,00;23 793 178,43;5 385 200,00;5 326 278,00;5 534 500,00;212,04;173,62;186,97;1;16
1801032;Czarna (2);786 580,09;597 261,51;514 159,78;103 636,54;97 093,95;106 852,73;327,88;251,80;216,49;2;18
1801052;Lutowiska (2);705 573,98;302 854,50;634 068,21;76 200,00;80 000,00;74 000,00;336,79;147,52;312,50;2;18
1801083;Ustrzyki Dolne (3);3 454 331,03;2 455 436,57;2 685 734,23;849 000,00;952 900,00;1 034 000,00;199,61;146,60;162,04;3;18
1802013;Brzozów (3);2 350 204,88;2 337 562,97;5 978 494,96;774 000,00;796 500,00;796 500,00;88,18;88,79;228,20;3;18
1802022;Domaradz (2);434 465,38;309 127,47;447 967,73;225 314,24;135 409,12;166 317,45;71,22;52,40;76,45;2;18
1802032;Dydnia (2);860 025,72;942 200,00;1 155 892,35;269 004,00;296 000,00;311 000,00;108,73;121,95;150,98;2;18
1802042;Haczów (2);878 995,22;1 066 270,98;2 354 070,26;379 000,00;382 000,00;445 000,00;96,44;117,24;260,38;2;18
1802052;Jasienica Rosielna (2);540 300,00;601 000,00;3 384 431,31;121 800,00;138 000,00;139 000,00;69,02;78,45;443,57;2;18
1802062;Nozdrzec (2);549 800,00;477 800,00;692 557,00;371 800,00;320 200,00;376 500,00;68,32;61,68;90,28;2;18
1803011;Dębica (1);15 556 064,16;6 249 487,92;5 204 177,53;1 340 000,00;1 386 880,00;1 203 280,00;340,89;140,79;118,50;1;18
1803023;Brzostek (3);1 147 810,00;864 564,80;1 064 675,60;300 000,00;229 500,00;240 000,00;87,87;66,93;82,97;3;18
1803032;Czarna (2);2 729 675,71;1 718 389,09;1 728 101,01;156 000,00;108 000,00;91 000,00;208,26;128,18;129,34;2;18
1803042;Dębica (2);2 992 299,34;2 311 282,35;2 649 392,98;550 000,00;550 000,00;626 000,00;115,84;89,92;103,05;2;18
1803052;Jodłowa (2);443 000,00;439 000,00;1 895 073,31;0,00;0,00;0,00;82,33;82,33;359,19;2;18
1803063;Pilzno (3);2 317 601,34;2 228 317,77;1 923 213,15;646 000,00;670 000,00;650 000,00;127,18;122,73;105,90;3;18
1803072;Żyraków (2);1 583 435,12;1 293 690,00;2 126 671,73;452 000,00;525 000,00;580 000,00;112,24;90,45;148,83;2;18
1804011;Jarosław (1);7 311 988,92;5 994 314,09;6 366 665,74;1 738 000,00;1 825 000,00;1 815 000,00;194,55;163,11;176,02;1;18
1804021;Radymno (1);2 163 530,58;576 800,00;630 501,43;170 050,00;159 000,00;187 369,64;409,84;111,98;123,51;1;18
1804032;Chłopice (2);265 400,27;195 131,04;258 962,86;93 023,36;71 882,56;88 106,27;48,07;36,19;48,41;2;18
1804042;Jarosław (2);274 827,00;255 369,26;297 069,92;274 827,00;239 769,26;288 675,66;20,82;19,39;22,61;2;18
1804052;Laszki (2);213 760,61;213 570,20;226 803,43;181 760,61;188 570,20;226 803,43;30,78;31,78;33,95;2;18
1804062;Pawłosiów (2);417 442,31;399 019,27;392 504,93;194 505,51;175 246,36;278 174,06;49,42;47,17;46,41;2;18
1804073;Pruchnik (3);608 625,00;1 026 008,17;1 184 337,12;146 668,17;170 000,00;172 879,47;62,47;108,94;126,05;3;18
1804082;Radymno (2);366 943,90;346 082,31;351 835,59;157 727,74;151 275,31;168 323,69;32,04;31,28;31,91;2;18
1804092;Rokietnica (2);227 741,97;364 182,68;272 644,00;68 000,00;68 000,00;70 000,00;52,32;85,11;64,29;2;18
1804102;Roźwienica (2);110 338,95;93 298,46;168 970,83;63 480,18;73 200,00;72 010,06;17,69;15,13;27,46;2;18
1804112;Wiązownica (2);970 000,00;870 000,00;1 000 000,00;60 000,00;60 000,00;60 000,00;82,91;74,85;85,99;2;18
1805011;Jasło (1);6 491 401,72;10 642 696,00;13 678 498,79;1 686 014,00;1 844 500,00;1 879 000,00;185,14;311,73;405,58;1;18
1805022;Brzyska (2);574 024,86;603 119,91;495 288,20;212 000,00;228 100,00;214 000,00;87,65;94,19;77,66;2;18
1805032;Dębowiec (2);774 991,35;678 256,23;822 839,87;144 543,00;140 880,00;140 000,00;87,52;77,06;93,70;2;18
1805042;Jasło (2);3 053 114,23;2 971 196,53;3 092 924,17;582 975,00;904 566,04;913 909,54;186,40;183,45;192,98;2;18
1805053;Kołaczyce (3);796 785,06;884 037,98;766 987,37;138 000,00;144 500,00;155 000,00;89,00;100,96;88,24;3;18
1805062;Krempna (2);104 157,44;135 730,79;131 250,06;41 992,80;44 598,81;45 500,62;55,58;76,34;75,47;2;18
1805072;Nowy Żmigród (2);928 897,39;864 905,79;1 147 502,87;190 000,00;190 000,00;247 000,00;102,78;97,10;130,10;2;18
1805082;Osiek Jasielski (2);809 614,75;464 848,61;1 090 230,18;141 936,27;166 454,69;168 836,24;150,68;88,63;208,14;2;18
1805092;Skołyszyn (2);1 644 332,00;1 635 310,95;1 730 019,24;223 000,00;220 000,00;250 000,00;131,65;134,46;142,66;2;18
1805112;Tarnowiec (2);1 026 774,27;1 113 083,44;1 202 126,08;215 000,00;245 000,00;265 000,00;112,14;123,57;133,33;2;18
1806012;Cmolas (2);838 652,42;930 190,98;923 451,77;346 000,00;383 668,00;378 000,00;103,23;114,40;114,46;2;18
1806023;Kolbuszowa (3);3 911 836,01;2 999 954,95;3 538 292,54;1 458 650,00;1 543 536,00;1 684 305,00;157,77;122,17;144,91;3;18
1806032;Majdan Królewski (2);636 655,83;613 291,47;630 790,85;235 000,00;243 000,00;243 000,00;64,54;62,90;64,77;2;18
1806042;Niwiska (2);462 174,52;463 671,70;396 389,18;0,00;0,00;0,00;76,17;74,82;64,13;2;18
1806052;Raniżów (2);544 100,00;457 906,84;590 867,51;153 600,00;209 106,84;220 000,00;77,21;64,97;84,85;2;18
1806062;Dzikowiec (2);940 678,81;815 147,87;913 187,26;326 672,01;322 898,49;346 348,18;144,94;127,35;143,49;2;18
1807012;Chorkówka (2);1 564 513,48;1 862 153,39;1 863 945,48;362 000,00;370 000,00;408 000,00;116,25;137,61;138,33;2;18
1807023;Dukla (3);2 163 916,71;2 167 474,07;2 184 593,28;255 000,00;260 000,00;260 000,00;148,11;152,92;155,38;3;18
1807033;Iwonicz-Zdrój (3);1 134 712,68;969 320,35;1 069 362,92;249 000,00;235 708,00;275 500,00;104,32;91,72;102,02;3;18
1807043;Jedlicze (3);2 767 309,22;2 179 016,59;1 688 072,83;460 292,89;473 360,00;478 570,00;179,44;143,51;112,23;3;18
1807052;Korczyna (2);1 239 590,08;1 679 703,05;1 491 007,46;200 000,00;220 600,00;241 000,00;110,76;149,83;133,45;2;18
1807062;Krościenko Wyżne (2);603 887,20;595 916,76;565 691,00;270 000,00;278 000,00;300 000,00;107,05;109,20;104,22;2;18
1807072;Miejsce Piastowe (2);3 052 740,66;1 835 414,58;2 755 802,31;480 000,00;500 000,00;550 000,00;223,38;136,76;205,44;2;18
1807083;Rymanów (3);7 466 002,01;3 477 570,26;2 088 844,26;325 000,00;320 000,00;336 000,00;469,12;223,35;135,11;3;18
1807092;Wojaszówka (2);2 403 895,74;2 839 985,67;1 593 953,89;232 138,38;184 224,82;245 981,71;258,12;307,09;172,49;2;18
1807102;Jaśliska (2);1 079 426,47;1 292 175,51;1 453 512,74;0,00;0,00;0,00;489,09;612,70;692,81;2;18
1808011;Leżajsk (1);1 977 535,00;8 501 962,17;7 783 147,84;440 000,00;445 000,00;458 000,00;142,75;637,23;593,18;1;18
1808022;Grodzisko Dolne (2);2 231 291,80;1 449 237,50;1 121 652,00;435 000,00;500 000,00;463 784,00;278,63;183,22;143,32;2;18
1808032;Kuryłówka (2);1 413 386,21;1 011 524,83;1 050 723,09;300 500,00;318 000,00;337 500,00;246,54;179,89;188,34;2;18
